22.376501, 22.410858, 22.507921, 22.659502, 22.862514, 23.102043, 23.345814, 23.551781, 23.681095, 23.700401, 23.604589, 23.410326, 23.137821, 22.817728, 22.498074, 22.228313, 22.045609, 21.961226, 21.964596, 22.025969, 22.114077, 22.204056, 22.270653, 22.29043, 22.252594, 22.160276, 22.031427, 21.897289, 21.793156, 21.746841, 21.774902, 21.874538, 22.026052, 22.203018, 22.374086, 22.511011, 22.600723, 22.646902, 22.665432, 22.679821, 22.701752, 22.739208, 22.823692, 23.004389, 23.313622, 23.758072, 24.308319, 24.907534, 25.478098, 25.942499, 26.225058, 26.262857, 26.063356, 25.702265, 25.258718, 24.803167, 24.388023, 24.032064, 23.738773, 23.501642, 23.303295, 23.119448, 22.947309, 22.806553, 22.704819, 22.628918, 22.572327, 22.536491, 22.529787, 22.565659, 22.645708, 22.758003, 22.883902, 22.998089, 23.0714, 23.083439, 23.033861, 22.945984, 22.857725, 22.809628, 22.826385, 22.907658, 23.027657, 23.148197, 23.233507, 23.263874, 23.238785, 23.173973, 23.095079, 23.032152, 23.011047, 23.043325, 23.117098, 23.20195, 23.265923, 23.289396
22.372965, 22.407648, 22.505575, 22.658003, 22.860022, 23.0952, 23.331306, 23.528698, 23.651264, 23.667542, 23.572462, 23.382492, 23.117767, 22.808485, 22.500187, 22.238771, 22.058559, 21.970884, 21.967369, 22.021172, 22.10276, 22.187973, 22.251881, 22.271549, 22.236574, 22.149841, 22.02829, 21.901806, 21.804148, 21.761917, 21.791281, 21.890232, 22.040274, 22.215641, 22.384909, 22.519548, 22.606243, 22.648859, 22.663555, 22.674128, 22.692583, 22.727753, 22.812227, 22.995537, 23.309193, 23.758833, 24.314331, 24.918636, 25.494156, 25.963251, 26.249931, 26.290874, 26.093267, 25.732546, 25.287697, 24.829725, 24.412186, 24.054649, 23.760672, 23.52323, 23.324171, 23.13876, 22.964035, 22.819628, 22.713511, 22.633263, 22.572823, 22.533325, 22.522284, 22.552341, 22.624945, 22.728886, 22.847017, 22.955416, 23.026098, 23.039753, 22.996429, 22.918341, 22.840992, 22.801542, 22.822094, 22.901615, 23.016037, 23.129726, 23.208899, 23.234697, 23.207092, 23.141998, 23.064949, 23.004807, 22.985634, 23.017523, 23.08882, 23.170527, 23.232203, 23.254847
22.362724, 22.398079, 22.497778, 22.651695, 22.850086, 23.072557, 23.287169, 23.460922, 23.565222, 23.573683, 23.481281, 23.303728, 23.060959, 22.781878, 22.505199, 22.267056, 22.093985, 21.997532, 21.975355, 22.008587, 22.072453, 22.14468, 22.201187, 22.220461, 22.19319, 22.121666, 22.020086, 21.914637, 21.83481, 21.803837, 21.83676, 21.933733, 22.079586, 22.250378, 22.414507, 22.542751, 22.621159, 22.654123, 22.658514, 22.658869, 22.66807, 22.697241, 22.781965, 22.972658, 23.298515, 23.762291, 24.331923, 24.949785, 25.538399, 26.019867, 26.317455, 26.366854, 26.174555, 25.815208, 25.367252, 24.903131, 24.479422, 24.117826, 23.822046, 23.583687, 23.3825, 23.192493, 23.010283, 22.855431, 22.736946, 22.644657, 22.573772, 22.524515, 22.501909, 22.51631, 22.568693, 22.649851, 22.746624, 22.838842, 22.901785, 22.919239, 22.892494, 22.840847, 22.793194, 22.777409, 22.808477, 22.883492, 22.98308, 23.078466, 23.141165, 23.154564, 23.119951, 23.053804, 22.981497, 22.928753, 22.914825, 22.94577, 23.010555, 23.083961, 23.139591, 23.160049
22.345665, 22.380878, 22.480072, 22.631868, 22.820631, 23.02142, 23.203461, 23.343405, 23.423048, 23.422785, 23.337046, 23.179876, 22.97061, 22.736277, 22.506033, 22.302456, 22.141323, 22.034527, 21.988087, 21.994192, 22.034561, 22.089331, 22.135468, 22.153551, 22.13607, 22.084902, 22.010782, 21.934786, 21.880213, 21.865267, 21.903114, 21.996784, 22.135735, 22.298746, 22.454288, 22.57259, 22.639273, 22.659609, 22.651251, 22.639444, 22.638065, 22.661261, 22.748444, 22.950806, 23.293968, 23.776474, 24.363726, 24.997606, 25.601191, 26.09676, 26.407246, 26.467579, 26.283525, 25.928295, 25.478905, 25.009003, 24.578743, 24.212439, 23.91404, 23.673477, 23.467884, 23.269703, 23.075104, 22.903856, 22.76697, 22.657827, 22.573471, 22.512306, 22.475292, 22.469221, 22.494392, 22.544275, 22.610962, 22.679119, 22.728689, 22.748346, 22.741903, 22.725048, 22.7176, 22.734457, 22.780809, 22.85124, 22.932674, 23.005192, 23.046917, 23.043777, 22.998798, 22.929617, 22.862062, 22.818213, 22.811157, 22.841518, 22.89888, 22.962616, 23.011286, 23.029238
22.323723, 22.357357, 22.45204, 22.595699, 22.767382, 22.938499, 23.080606, 23.181181, 23.233252, 23.22448, 23.148264, 23.016121, 22.846298, 22.663656, 22.487169, 22.325207, 22.18215, 22.069927, 22.002872, 21.984428, 22.00275, 22.0401, 22.074535, 22.08939, 22.079891, 22.048588, 22.003326, 21.959763, 21.933939, 21.937807, 21.981634, 22.070843, 22.199617, 22.3501, 22.491831, 22.595837, 22.648701, 22.657393, 22.640156, 22.622192, 22.617361, 22.641817, 22.737646, 22.955627, 23.316967, 23.815775, 24.415586, 25.058992, 25.670971, 26.175329, 26.495903, 26.567688, 26.395693, 26.050655, 25.606466, 25.136023, 24.701664, 24.329855, 24.025373, 23.777641, 23.562269, 23.350927, 23.139902, 22.949642, 22.793661, 22.668909, 22.573475, 22.502455, 22.451616, 22.423904, 22.419552, 22.435265, 22.46862, 22.509045, 22.54151, 22.560411, 22.572906, 22.591118, 22.625305, 22.676693, 22.740433, 22.808735, 22.87495, 22.927553, 22.950413, 22.931143, 22.874233, 22.79895, 22.732706, 22.695101, 22.693871, 22.724369, 22.776484, 22.833252, 22.877144, 22.893406
22.299782, 22.330231, 22.415859, 22.544695, 22.692379, 22.828764, 22.928833, 22.989994, 23.015182, 22.998606, 22.932539, 22.825371, 22.693811, 22.560547, 22.436005, 22.316996, 22.198355, 22.091333, 22.016138, 21.984642, 21.989555, 22.014246, 22.037703, 22.046499, 22.039604, 22.021984, 22.000406, 21.98601, 21.987621, 22.010418, 22.060635, 22.144501, 22.259775, 22.392193, 22.513971, 22.599232, 22.63792, 22.639843, 22.62344, 22.612495, 22.618931, 22.658243, 22.772184, 23.008961, 23.385057, 23.891064, 24.490515, 25.128878, 25.735079, 26.236515, 26.559858, 26.641386, 26.485352, 26.158747, 25.730015, 25.267944, 24.834021, 24.455534, 24.139181, 23.876314, 23.643673, 23.413891, 23.184437, 22.976948, 22.807266, 22.674477, 22.575693, 22.500879, 22.440199, 22.393597, 22.362507, 22.347239, 22.350046, 22.363968, 22.378351, 22.392992, 22.418509, 22.464176, 22.532286, 22.612827, 22.693111, 22.763836, 22.82332, 22.865654, 22.87771, 22.847, 22.778605, 22.693636, 22.62248, 22.584881, 22.586056, 22.617821, 22.66972, 22.725935, 22.770033, 22.786444
22.274918, 22.301115, 22.374685, 22.484161, 22.60397, 22.704578, 22.765072, 22.790442, 22.791105, 22.76664, 22.708721, 22.622522, 22.52273, 22.429869, 22.348667, 22.26902, 22.179745, 22.09067, 22.0242, 21.996168, 22.000933, 22.021442, 22.037151, 22.037838, 22.026724, 22.013031, 22.004965, 22.010996, 22.033836, 22.072212, 22.127499, 22.204714, 22.303308, 22.412441, 22.508652, 22.571705, 22.597607, 22.600094, 22.597212, 22.609825, 22.645924, 22.717232, 22.861254, 23.120716, 23.50705, 24.008476, 24.590965, 25.205431, 25.787012, 26.269127, 26.583761, 26.670223, 26.532196, 26.231483, 25.828436, 25.383793, 24.954575, 24.567577, 24.232803, 23.946495, 23.689791, 23.438408, 23.191967, 22.973524, 22.800447, 22.671701, 22.581051, 22.511833, 22.448824, 22.390173, 22.33964, 22.30088, 22.279377, 22.270411, 22.266886, 22.273258, 22.303379, 22.36483, 22.454704, 22.55584, 22.650923, 22.729851, 22.793314, 22.837166, 22.848055, 22.811651, 22.732704, 22.634296, 22.551203, 22.506519, 22.506695, 22.542336, 22.601719, 22.666634, 22.717957, 22.737095
22.249765, 22.270813, 22.329765, 22.416189, 22.505632, 22.571434, 22.59734, 22.593353, 22.574535, 22.54425, 22.493872, 22.425161, 22.350042, 22.286556, 22.236616, 22.188301, 22.128826, 22.066793, 22.02383, 22.015499, 22.034853, 22.062565, 22.077278, 22.070759, 22.049856, 22.029158, 22.020966, 22.033724, 22.066236, 22.112186, 22.168156, 22.236448, 22.316332, 22.399803, 22.468529, 22.509499, 22.526615, 22.537838, 22.559834, 22.609495, 22.690248, 22.808392, 22.994156, 23.28183, 23.676762, 24.165083, 24.71682, 25.29011, 25.827824, 26.271534, 26.561741, 26.643568, 26.521086, 26.249681, 25.879154, 25.458794, 25.038284, 24.642958, 24.28698, 23.973444, 23.690331, 23.417889, 23.158199, 22.935696, 22.768879, 22.655497, 22.584999, 22.533609, 22.48082, 22.423054, 22.36594, 22.314993, 22.276592, 22.246883, 22.222214, 22.212067, 22.234505, 22.297575, 22.396364, 22.510464, 22.620424, 22.71513, 22.794163, 22.850897, 22.868681, 22.830107, 22.739313, 22.622263, 22.52006, 22.462513, 22.460833, 22.506298, 22.584343, 22.670231, 22.737862, 22.76305
22.224693, 22.240755, 22.285505, 22.349472, 22.410524, 22.445848, 22.443769, 22.417135, 22.383581, 22.349134, 22.30538, 22.250763, 22.193747, 22.149271, 22.118364, 22.091183, 22.057234, 22.024879, 22.013538, 22.03583, 22.081444, 22.127193, 22.149282, 22.139412, 22.106329, 22.069996, 22.048738, 22.053579, 22.082129, 22.125141, 22.175409, 22.231998, 22.292732, 22.351547, 22.394968, 22.417343, 22.430914, 22.457291, 22.510765, 22.60404, 22.736908, 22.910519, 23.146536, 23.46851, 23.874214, 24.346899, 24.861099, 25.382704, 25.862719, 26.252096, 26.502695, 26.568356, 26.454868, 26.210499, 25.8729, 25.478146, 25.067488, 24.664803, 24.288698, 23.949572, 23.643175, 23.354673, 23.088039, 22.868578, 22.715631, 22.625801, 22.584801, 22.562572, 22.533495, 22.491327, 22.441668, 22.389565, 22.340111, 22.289701, 22.238981, 22.203651, 22.207539, 22.26137, 22.360676, 22.484192, 22.611174, 22.728163, 22.830416, 22.905899, 22.933218, 22.891939, 22.786154, 22.645897, 22.520227, 22.447828, 22.446756, 22.50967, 22.617479, 22.735584, 22.827646, 22.861839
22.193605, 22.206694, 22.242767, 22.292118, 22.334061, 22.348492, 22.327003, 22.283546, 22.237417, 22.197313, 22.156429, 22.110947, 22.065762, 22.03216, 22.01107, 21.996599, 21.982594, 21.977825, 21.999126, 22.055157, 22.131685, 22.201229, 22.236624, 22.227722, 22.183247, 22.127502, 22.085335, 22.071838, 22.085506, 22.116261, 22.154644, 22.197006, 22.239285, 22.276516, 22.299009, 22.307446, 22.321571, 22.365679, 22.451141, 22.587072, 22.771385, 23.001549, 23.29088, 23.651108, 24.071123, 24.530184, 25.006992, 25.474945, 25.892574, 26.220119, 26.421959, 26.462185, 26.349203, 26.124079, 25.812199, 25.436832, 25.031956, 24.621365, 24.228298, 23.869703, 23.548449, 23.253813, 22.990305, 22.782888, 22.650867, 22.589827, 22.583113, 22.596521, 22.600323, 22.584719, 22.552858, 22.507053, 22.449883, 22.37883, 22.300262, 22.236959, 22.218746, 22.259827, 22.357201, 22.489723, 22.634859, 22.775126, 22.899565, 22.990587, 23.023472, 22.976645, 22.855003, 22.692701, 22.5462, 22.462646, 22.466774, 22.55238, 22.695087, 22.849657, 22.968901, 23.013073
