1.052834, 0.76198912, 0.77422625, 0.80790466, 0.80415636, 0.76354951, 0.75413895, 0.76546556, 0.70134324, 0.69772232, 0.67041993, 0.65331376, 0.65424734, 0.62602454, 0.54960257, 0.58817279, 0.61301994, 0.58889878, 0.55087823, 0.55098897, 0.53531307, 0.5442459, 0.52151, 0.52483487, 0.50931269, 0.49509311, 0.52139294, 0.54888028, 0.57786101, 0.5859375, 0.55060112, 0.53468561, 0.51152492, 0.5020709, 0.53061771, 0.55297935, 0.57738549, 0.5808109, 0.58395499, 0.55868936, 0.60787076, 0.60892409, 0.56542212, 0.57875812, 0.58023262, 0.58322287, 0.61940861, 0.63310176, 0.66097629, 0.62602454, 0.68460864, 0.71200985, 0.7578125, 0.75186944, 0.76678008, 0.80023801, 0.83476847, 0.82094473, 0.8485828, 0.90030378, 1.0205709, 0.96622658, 0.92807764, 1.3061837
0.76354951, 0.5978477, 0.60877377, 0.59462315, 0.59866387, 0.61842245, 0.61787933, 0.57854712, 0.52337921, 0.53900588, 0.49773657, 0.46430182, 0.484501, 0.484375, 0.4372209, 0.43784863, 0.44872594, 0.44913381, 0.42897668, 0.41310325, 0.41590098, 0.43596271, 0.41376758, 0.39319468, 0.38289222, 0.38905936, 0.40004271, 0.40451854, 0.44048923, 0.46535227, 0.42982951, 0.39233997, 0.38289222, 0.39085931, 0.40685052, 0.40939289, 0.42847842, 0.46495864, 0.46738082, 0.43110561, 0.46338069, 0.48241791, 0.43826663, 0.43103483, 0.45292291, 0.47360763, 0.49429113, 0.48153147, 0.50121921, 0.49367335, 0.51798701, 0.5219779, 0.5540269, 0.58416396, 0.59800082, 0.59421241, 0.6129204, 0.63670677, 0.66282052, 0.67155695, 0.75028479, 0.74873757, 0.73603535, 0.9640131
0.88812011, 0.67414224, 0.66074538, 0.63271606, 0.62665796, 0.66433817, 0.70234334, 0.6697368, 0.5564453, 0.56021672, 0.53679323, 0.51390576, 0.51247859, 0.51992762, 0.4944146, 0.48519337, 0.47822458, 0.48000804, 0.45728159, 0.46080506, 0.47141171, 0.46640036, 0.45741504, 0.44538102, 0.44462666, 0.44407722, 0.42129591, 0.41853422, 0.44674933, 0.47694656, 0.47873479, 0.43568259, 0.4158276, 0.42626476, 0.41013765, 0.41736594, 0.46311721, 0.50128013, 0.50261766, 0.48399684, 0.4776499, 0.47841597, 0.4739297, 0.47726637, 0.51992762, 0.54149133, 0.5663389, 0.55556709, 0.60353774, 0.58170342, 0.52250385, 0.53696376, 0.58484274, 0.61580145, 0.63218528, 0.61965489, 0.65995973, 0.6800915, 0.72563785, 0.71200985, 0.7611075, 0.8021425, 0.77972507, 1.0006101
0.88464272, 0.67586029, 0.68031579, 0.65685427, 0.6186198, 0.64820212, 0.70021099, 0.66695142, 0.56466597, 0.56746936, 0.54346031, 0.52390373, 0.51461786, 0.52396196, 0.50134099, 0.49187738, 0.48077035, 0.48229137, 0.45814833, 0.46640036, 0.46640036, 0.45446998, 0.43979588, 0.44062778, 0.44214886, 0.43673202, 0.43004248, 0.42418349, 0.43701145, 0.46946561, 0.49051052, 0.45453712, 0.42165792, 0.43138868, 0.41302937, 0.42086104, 0.45974422, 0.48575911, 0.48670056, 0.46751139, 0.46594211, 0.45901346, 0.47898972, 0.48506755, 0.51515132, 0.54098392, 0.53741825, 0.52209485, 0.58645809, 0.57052648, 0.5122999, 0.52831221, 0.58791333, 0.62167084, 0.6374253, 0.61122513, 0.64806086, 0.67160243, 0.71179551, 0.70429587, 0.76650143, 0.80703539, 0.78027284, 1.0046583
0.77674484, 0.62073743, 0.66969121, 0.66042203, 0.59179366, 0.59436643, 0.63121903, 0.59184521, 0.54211092, 0.5342288, 0.53314233, 0.52355409, 0.49007484, 0.51645291, 0.48601034, 0.47386533, 0.46554896, 0.45272073, 0.42180267, 0.41904432, 0.44090471, 0.44201079, 0.42078853, 0.41494599, 0.41487244, 0.41685379, 0.39782429, 0.40504628, 0.42201966, 0.44276962, 0.4389624, 0.42281434, 0.41065818, 0.4063251, 0.39728695, 0.3938151, 0.43138868, 0.44118151, 0.42633638, 0.42511773, 0.44565502, 0.43089318, 0.44926971, 0.45352891, 0.4716059, 0.48757762, 0.44954133, 0.43805769, 0.49063495, 0.5035882, 0.5094924, 0.52448589, 0.57632744, 0.59754133, 0.60439676, 0.58290887, 0.62470698, 0.65251917, 0.64100599, 0.62058991, 0.71773028, 0.73702979, 0.67545378, 0.87743801
0.7993986, 0.62289685, 0.66125327, 0.66429222, 0.58796525, 0.57100773, 0.5928756, 0.56617719, 0.50243545, 0.49181533, 0.54081464, 0.5393455, 0.48594755, 0.5180459, 0.50925279, 0.49453804, 0.48083383, 0.45808172, 0.42013529, 0.41955379, 0.43251908, 0.44606569, 0.43791834, 0.41619438, 0.40579903, 0.41553393, 0.38905936, 0.39117149, 0.42288652, 0.43659225, 0.42468682, 0.41280764, 0.39943197, 0.40255228, 0.39674887, 0.39334989, 0.43624261, 0.43160084, 0.41095531, 0.42086104, 0.43470088, 0.41860715, 0.44804534, 0.44503829, 0.45761514, 0.47898972, 0.45581099, 0.44750011, 0.48292375, 0.49981686, 0.52332085, 0.5397414, 0.57638037, 0.58682227, 0.58905423, 0.58238506, 0.6459856, 0.66768312, 0.6446141, 0.61807692, 0.6951369, 0.69898957, 0.65326703, 0.87090981
0.78600121, 0.59963167, 0.64437735, 0.64286005, 0.60822207, 0.59163892, 0.57749122, 0.56444973, 0.4975526, 0.49816558, 0.50769228, 0.51027048, 0.45681417, 0.48663786, 0.54019356, 0.51259762, 0.47495887, 0.46528667, 0.42904782, 0.42504597, 0.41154897, 0.43075153, 0.43596271, 0.42526129, 0.41362005, 0.40849739, 0.390625, 0.38527587, 0.4164876, 0.42676562, 0.41692701, 0.4098399, 0.38756615, 0.38921621, 0.38289222, 0.40004271, 0.4140625, 0.40594941, 0.42346343, 0.42339137, 0.42144075, 0.41538703, 0.45386523, 0.45015189, 0.44476393, 0.46364406, 0.470245, 0.46338069, 0.48563343, 0.50425434, 0.49255937, 0.47681859, 0.5497691, 0.57685673, 0.59815389, 0.57239562, 0.57996958, 0.63502699, 0.64371395, 0.62103236, 0.70481569, 0.71976829, 0.70822799, 0.93499011
0.75740969, 0.5768038, 0.59554619, 0.59364718, 0.59958076, 0.59266967, 0.56439567, 0.54971361, 0.5130142, 0.51194233, 0.51366818, 0.5180459, 0.48019874, 0.50067091, 0.52651846, 0.49503148, 0.46985546, 0.47579345, 0.43575266, 0.42840719, 0.41095531, 0.41838837, 0.43420917, 0.43470088, 0.41977197, 0.40834793, 0.38392696, 0.38945135, 0.40019527, 0.41302937, 0.41080678, 0.397901, 0.37491861, 0.37451139, 0.37944952, 0.39015597, 0.41479889, 0.42712304, 0.45814833, 0.44797722, 0.41948107, 0.40819845, 0.44729549, 0.43903193, 0.42805085, 0.46285355, 0.50176692, 0.49082151, 0.49626288, 0.50170606, 0.47918081, 0.46914047, 0.53900588, 0.5589624, 0.5978477, 0.58640605, 0.56309646, 0.6102758, 0.64947206, 0.64937806, 0.72949678, 0.74202299, 0.70373237, 0.90773046
0.67757392, 0.53182411, 0.59354436, 0.58018005, 0.5602712, 0.58379817, 0.56623113, 0.54025006, 0.50030506, 0.49564755, 0.50012207, 0.50310314, 0.51485503, 0.51503283, 0.44407722, 0.41369382, 0.41787747, 0.44159633, 0.45055845, 0.43032622, 0.39124951, 0.40034774, 0.42339137, 0.41634101, 0.38740864, 0.37131983, 0.3832109, 0.40527228, 0.39697957, 0.39458925, 0.38097453, 0.3571603, 0.36635545, 0.37880555, 0.36967245, 0.37057942, 0.40931833, 0.43434972, 0.46436754, 0.45325968, 0.40451854, 0.39736375, 0.42367959, 0.43053892, 0.44947344, 0.47873479, 0.49503148, 0.47790539, 0.49243546, 0.48418596, 0.4716706, 0.47495887, 0.46946561, 0.50364882, 0.55501753, 0.5446943, 0.5979498, 0.61122513, 0.59789872, 0.64399838, 0.75308609, 0.74796271, 0.65195769, 0.80684632
0.681705, 0.53102016, 0.62967002, 0.62724209, 0.58390272, 0.58651012, 0.55353093, 0.54199833, 0.51609826, 0.5096122, 0.4786073, 0.47328535, 0.48563343, 0.48720193, 0.42755151, 0.40011901, 0.40110931, 0.4266226, 0.43131793, 0.40812367, 0.38233387, 0.40730032, 0.41904432, 0.40202126, 0.3891378, 0.37361398, 0.38432419, 0.4047448, 0.37961033, 0.37164843, 0.37041467, 0.35639045, 0.37467435, 0.38017267, 0.33702585, 0.34000087, 0.4047448, 0.43011343, 0.44035065, 0.42854962, 0.41191956, 0.41021204, 0.41435722, 0.43561256, 0.47405848, 0.47905344, 0.47988087, 0.46403882, 0.49063495, 0.48789048, 0.48153147, 0.48019874, 0.47688258, 0.50919282, 0.55065656, 0.53576893, 0.61012572, 0.63126743, 0.59651905, 0.62656057, 0.73175228, 0.73120993, 0.62201434, 0.77146214
