1.2159799, 1.1444846, 0.97610927, 0.91696256, 0.87855029, 0.84541214, 0.72970593, 0.7177515, 0.72346872, 0.69944787, 0.66076851, 0.61466056, 0.63945681, 0.65097398, 0.55928987, 0.57917976, 0.58632797, 0.64335829, 0.59169048, 0.57706827, 0.59284985, 0.65462035, 0.64181483, 0.63008189, 0.68936181, 0.6995787, 0.74622667, 0.72540653, 0.85365641, 0.90967834, 0.9560023, 0.99692827
1.1258407, 1.0581107, 0.88103044, 0.93476164, 0.84725112, 0.82530105, 0.71350843, 0.73591095, 0.71836776, 0.65724903, 0.60229766, 0.62617075, 0.61085057, 0.56969678, 0.5672273, 0.6242916, 0.62117976, 0.55841619, 0.54860216, 0.58572912, 0.64864928, 0.59741366, 0.57327461, 0.61508244, 0.71160257, 0.67678529, 0.70429587, 0.77324021, 0.85513872, 0.82168782, 0.89969343, 1.0209446
1.0077671, 1.0014181, 0.86936665, 0.85763317, 0.75054914, 0.76854908, 0.70062488, 0.69456595, 0.63593942, 0.62879705, 0.57362056, 0.55010211, 0.54382521, 0.56013501, 0.53256959, 0.52483487, 0.54637253, 0.54768354, 0.52071941, 0.52628654, 0.56002605, 0.59991151, 0.58765376, 0.58515573, 0.61538005, 0.64643419, 0.69351065, 0.69000345, 0.75038648, 0.81561154, 0.85521007, 0.85283375
1.0379164, 0.95430893, 0.82476473, 0.87894964, 0.78126955, 0.74587899, 0.66546267, 0.67651469, 0.66514158, 0.60044539, 0.56274408, 0.57332784, 0.58611977, 0.51497352, 0.4857277, 0.51851696, 0.57521439, 0.52013302, 0.51452893, 0.55104434, 0.59498227, 0.53027254, 0.56512517, 0.59039968, 0.6690073, 0.62612206, 0.6498009, 0.70425254, 0.77935314, 0.72504884, 0.82978165, 0.86175096
0.92962188, 0.96955299, 0.82087034, 0.79195786, 0.73965442, 0.71523851, 0.63269192, 0.58437294, 0.56744248, 0.59498227, 0.57693607, 0.52054352, 0.53804249, 0.53251231, 0.49552441, 0.49837995, 0.50582546, 0.53033006, 0.51131606, 0.48206988, 0.48320803, 0.54595345, 0.587394, 0.55589658, 0.58340597, 0.63842994, 0.63601142, 0.63117069, 0.74991864, 0.77727503, 0.84154081, 0.78794008
0.98134768, 0.88229382, 0.75668406, 0.81938189, 0.73874611, 0.70021099, 0.58439904, 0.61533046, 0.627388, 0.57593018, 0.51283574, 0.54746062, 0.58241129, 0.50715101, 0.48892146, 0.51227009, 0.5268082, 0.51250833, 0.48080209, 0.51810485, 0.55931717, 0.5078125, 0.52030897, 0.55018532, 0.61997491, 0.58687425, 0.60184145, 0.65279973, 0.72450143, 0.70712835, 0.76424861, 0.80603272
0.8374694, 0.89819968, 0.79253566, 0.71085167, 0.64198124, 0.68228668, 0.60148638, 0.55284137, 0.54236418, 0.56929487, 0.50582546, 0.48575911, 0.51438057, 0.53767371, 0.48377609, 0.46113607, 0.46884763, 0.52177322, 0.49672389, 0.4672502, 0.5, 0.51851696, 0.50243545, 0.52845657, 0.56021672, 0.57526743, 0.63020295, 0.5932101, 0.6503408, 0.73702979, 0.76142824, 0.77727503
0.93116349, 0.90593004, 0.69778788, 0.70175648, 0.70001483, 0.63589144, 0.56676984, 0.59766901, 0.59083885, 0.52503836, 0.46829405, 0.52425307, 0.52709776, 0.47063422, 0.44335508, 0.48742113, 0.49586302, 0.48149979, 0.43680191, 0.51041996, 0.52361238, 0.48995027, 0.49342602, 0.52784985, 0.61030078, 0.53130746, 0.55559456, 0.61117524, 0.71525985, 0.69194674, 0.69942605, 0.79139894
0.84043401, 0.89539224, 0.71766645, 0.68858665, 0.65141916, 0.68335932, 0.58562493, 0.55765057, 0.58651012, 0.5438813, 0.51860523, 0.49019936, 0.44678348, 0.51583213, 0.46394017, 0.44592884, 0.45137054, 0.49564755, 0.49330232, 0.45191109, 0.48418596, 0.51188272, 0.49197045, 0.50841314, 0.50991154, 0.54857439, 0.57915342, 0.57079387, 0.61518168, 0.7092399, 0.72620541, 0.74690115
0.86731064, 0.81125957, 0.71031481, 0.70587569, 0.68130195, 0.65727228, 0.5406453, 0.57553262, 0.61257172, 0.55024076, 0.48311329, 0.50835305, 0.47630629, 0.4614338, 0.43251908, 0.48651242, 0.48330274, 0.43258962, 0.44038528, 0.47257555, 0.50313348, 0.47328535, 0.46423608, 0.49844116, 0.56306934, 0.52270824, 0.54832399, 0.59014118, 0.66215259, 0.66523331, 0.69951332, 0.78359026
0.80788577, 0.91879117, 0.74657422, 0.67685294, 0.65995973, 0.61703914, 0.57735908, 0.54926932, 0.5147661, 0.54709816, 0.47755405, 0.47524792, 0.49700028, 0.48522481, 0.47389752, 0.45714808, 0.45864764, 0.50343668, 0.45467138, 0.45617908, 0.47092593, 0.49509311, 0.48298693, 0.48597896, 0.52349579, 0.5622015, 0.57124817, 0.56924129, 0.63136411, 0.6954661, 0.71230978, 0.72544855
