301,2136.98,-596.066,1950,-2136.98,-596.066,1200,-105.585,
409,2138.77,1419.38,1950,-2138.77,1419.38,1200,-56.4301,
441,1560.28,-550.681,1950,-1560.28,-550.681,1200,-109.44,
473,1799.48,1390.68,1950,-1799.48,1390.68,1200,-52.3023,
491,1660.16,-1110.61,1950,-1660.16,-1110.61,1200,-123.782,
522,1936.57,-748.839,1950,-1936.57,-748.839,1200,-111.141,
529,2043.51,-701.333,1950,-2043.51,-701.333,1200,-108.942,
544,1971.12,-328.576,1950,-1971.12,-328.576,1200,-99.4639,
567,2228.94,-1229.55,1950,-2228.94,-1229.55,1200,-118.882,
585,-2103.65,1067.22,1950,2103.65,1067.22,1200,63.1004,
606,1902.59,1085.36,1950,-1902.59,1085.36,1200,-60.2967,
630,2061.15,-355.603,1950,-2061.15,-355.603,1200,-99.7887,
634,1862.09,-1298.08,1950,-1862.09,-1298.08,1200,-124.881,
643,2141.99,-1304.93,1950,-2141.99,-1304.93,1200,-121.35,
644,2020.92,-125.599,1950,-2020.92,-125.599,1200,-93.5563,
655,1609.64,-406.542,1950,-1609.64,-406.542,1200,-104.175,
656,1767.03,1043.37,1950,-1767.03,1043.37,1200,-59.4398,
681,2151.85,-624.165,1950,-2151.85,-624.165,1200,-106.175,
